1.3184e-27,1.3184e-27,1.4974e-27,2.58e-27,3.85e-27,5.128e-27,6.284e-27,7.232e-27,8.116e-27,9.294e-27,1.0134e-26,1.2238e-26,1.387e-26,1.3292e-26,1.4042e-26,1.4696e-26,1.6442e-26,1.7616e-26,1.9738e-26,2.204e-26,2.394e-26,2.556e-26,2.676e-26,2.75e-26,2.852e-26,2.89e-26,2.858e-26,2.764e-26,2.634e-26,2.48e-26,2.342e-26,2.2e-26,2.074e-26,1.9492e-26,1.8348e-26,1.7066e-26,1.542e-26,1.3662e-26,1.1918e-26,1.0418e-26,9.144e-27,7.97e-27,7.116e-27,6.338e-27,5.59e-27,5.05e-27,4.608e-27,4.236e-27,3.898e-27,3.616e-27,3.1e-27,2.536e-27,2.12e-27,1.8396e-27,1.6258e-27,1.3504e-27
1.2698e-27,1.2698e-27,1.4422e-27,2.486e-27,3.708e-27,4.938e-27,6.052e-27,6.964e-27,7.818e-27,8.952e-27,9.762e-27,1.1786e-26,1.3358e-26,1.2802e-26,1.3524e-26,1.4156e-26,1.5836e-26,1.6966e-26,1.9012e-26,2.122e-26,2.306e-26,2.462e-26,2.578e-26,2.65e-26,2.748e-26,2.782e-26,2.752e-26,2.662e-26,2.536e-26,2.388e-26,2.256e-26,2.118e-26,1.9968e-26,1.8774e-26,1.7672e-26,1.6436e-26,1.4852e-26,1.3158e-26,1.1478e-26,1.0034e-26,8.806e-27,7.678e-27,6.854e-27,6.104e-27,5.384e-27,4.864e-27,4.438e-27,4.08e-27,3.754e-27,3.484e-27,2.986e-27,2.442e-27,2.042e-27,1.7718e-27,1.566e-27,1.3008e-27
2.216e-07,1.2264e-27,1.3928e-27,2.4e-27,3.582e-27,4.77e-27,5.846e-27,6.726e-27,7.55e-27,8.646e-27,9.428e-27,1.1384e-26,1.2902e-26,1.2366e-26,1.3062e-26,1.3672e-26,1.5294e-26,1.6386e-26,1.8362e-26,2.05e-26,2.226e-26,2.378e-26,2.49e-26,2.558e-26,2.654e-26,2.688e-26,2.658e-26,2.57e-26,2.45e-26,2.306e-26,2.178e-26,2.046e-26,1.9286e-26,1.8132e-26,1.7068e-26,1.5874e-26,1.4344e-26,1.2708e-26,1.1086e-26,9.692e-27,8.506e-27,7.414e-27,6.62e-27,5.896e-27,5.2e-27,4.698e-27,4.286e-27,3.94e-27,3.626e-27,3.364e-27,2.884e-27,2.358e-27,1.972e-27,1.7112e-27,1.5124e-27,1.2562e-27
7.472e-07,1.1798e-27,1.34e-27,2.31e-27,3.446e-27,4.588e-27,5.624e-27,6.472e-27,7.264e-27,8.318e-27,9.07e-27,1.0952e-26,1.2412e-26,1.1896e-26,1.2566e-26,1.3154e-26,1.4714e-26,1.5766e-26,1.7664e-26,1.9718e-26,2.142e-26,2.288e-26,2.394e-26,2.462e-26,2.554e-26,2.586e-26,2.556e-26,2.472e-26,2.356e-26,2.218e-26,2.096e-26,1.9684e-26,1.8554e-26,1.7444e-26,1.6422e-26,1.5272e-26,1.38e-26,1.2226e-26,1.0666e-26,9.324e-27,8.182e-27,7.134e-27,6.37e-27,5.672e-27,5.002e-27,4.52e-27,4.124e-27,3.792e-27,3.488e-27,3.236e-27,2.774e-27,2.27e-27,1.8972e-27,1.6462e-27,1.455e-27,1.2086e-27
1.7958e-06,1.1388e-27,1.2934e-27,2.228e-27,3.326e-27,4.428e-27,5.428e-27,6.246e-27,7.01e-27,8.028e-27,8.754e-27,1.057e-26,1.198e-26,1.1482e-26,1.2128e-26,1.2694e-26,1.4202e-26,1.5216e-26,1.7048e-26,1.9032e-26,2.068e-26,2.208e-26,2.312e-26,2.376e-26,2.464e-26,2.496e-26,2.468e-26,2.386e-26,2.274e-26,2.142e-26,2.022e-26,1.8998e-26,1.7906e-26,1.6836e-26,1.5848e-26,1.474e-26,1.3318e-26,1.18e-26,1.0294e-26,8.998e-27,7.898e-27,6.884e-27,6.146e-27,5.474e-27,4.828e-27,4.362e-27,3.98e-27,3.658e-27,3.366e-27,3.124e-27,2.678e-27,2.19e-27,1.831e-27,1.5888e-27,1.4044e-27,1.1664e-27
7.556e-06,2.556e-06,1.2464e-27,2.148e-27,3.206e-27,4.268e-27,5.23e-27,6.018e-27,6.756e-27,7.736e-27,8.436e-27,1.0186e-26,1.1544e-26,1.1064e-26,1.1688e-26,1.2234e-26,1.3686e-26,1.4662e-26,1.643e-26,1.834e-26,1.9922e-26,2.128e-26,2.228e-26,2.29e-26,2.374e-26,2.406e-26,2.378e-26,2.3e-26,2.192e-26,2.064e-26,1.9492e-26,1.8308e-26,1.7256e-26,1.6224e-26,1.5274e-26,1.4204e-26,1.2836e-26,1.1372e-26,9.92e-27,8.672e-27,7.61e-27,6.634e-27,5.924e-27,5.276e-27,4.652e-27,4.204e-27,3.836e-27,3.526e-27,3.244e-27,3.01e-27,2.58e-27,2.11e-27,1.7646e-27,1.5312e-27,1.3534e-27,1.1242e-27
2.08e-05,1.3878e-05,1.195e-27,2.06e-27,3.074e-27,4.092e-27,5.016e-27,5.772e-27,6.478e-27,7.418e-27,8.088e-27,9.766e-27,1.107e-26,1.0608e-26,1.1206e-26,1.173e-26,1.3122e-26,1.406e-26,1.5754e-26,1.7586e-26,1.9102e-26,2.04e-26,2.136e-26,2.196e-26,2.276e-26,2.306e-26,2.28e-26,2.206e-26,2.102e-26,1.9788e-26,1.869e-26,1.7554e-26,1.6546e-26,1.5556e-26,1.4644e-26,1.362e-26,1.2306e-26,1.0904e-26,9.512e-27,8.314e-27,7.298e-27,6.362e-27,5.68e-27,5.058e-27,4.462e-27,4.03e-27,3.678e-27,3.38e-27,3.11e-27,2.886e-27,2.474e-27,2.024e-27,1.6918e-27,1.4682e-27,1.2976e-27,1.0778e-27
5.696e-05,4.81e-05,1.3304e-05,1.971e-27,2.94e-27,3.916e-27,4.8e-27,5.522e-27,6.2e-27,7.098e-27,7.74e-27,9.346e-27,1.0594e-26,1.0152e-26,1.0724e-26,1.1226e-26,1.2558e-26,1.3454e-26,1.5076e-26,1.6828e-26,1.828e-26,1.952e-26,2.044e-26,2.1e-26,2.178e-26,2.206e-26,2.182e-26,2.11e-26,2.012e-26,1.8938e-26,1.7886e-26,1.68e-26,1.5834e-26,1.4888e-26,1.4014e-26,1.3034e-26,1.1778e-26,1.0434e-26,9.102e-27,7.958e-27,6.984e-27,6.088e-27,5.436e-27,4.84e-27,4.27e-27,3.858e-27,3.52e-27,3.236e-27,2.976e-27,2.762e-27,2.368e-27,1.9366e-27,1.6192e-27,1.405e-27,1.2418e-27,1.0314e-27
0.0001257,0.00012592,5.434e-05,1.6208e-06,2.806e-27,3.736e-27,4.578e-27,5.268e-27,5.914e-27,6.772e-27,7.384e-27,8.916e-27,1.0106e-26,9.686e-27,1.0232e-26,1.0708e-26,1.198e-26,1.2836e-26,1.4382e-26,1.6054e-26,1.744e-26,1.862e-26,1.9496e-26,2.004e-26,2.078e-26,2.106e-26,2.082e-26,2.014e-26,1.9188e-26,1.8066e-26,1.7064e-26,1.6026e-26,1.5106e-26,1.4202e-26,1.337e-26,1.2434e-26,1.1236e-26,9.954e-27,8.684e-27,7.592e-27,6.662e-27,5.808e-27,5.186e-27,4.618e-27,4.072e-27,3.68e-27,3.358e-27,3.086e-27,2.84e-27,2.636e-27,2.258e-27,1.8474e-27,1.5446e-27,1.3404e-27,1.1846e-27,9.84e-28
0.0002254,0.0002612,0.00015258,1.88e-05,2.682e-27,3.572e-27,4.378e-27,5.036e-27,5.654e-27,6.474e-27,7.06e-27,8.524e-27,9.662e-27,9.26e-27,9.782e-27,1.0238e-26,1.1452e-26,1.227e-26,1.375e-26,1.5348e-26,1.6672e-26,1.7802e-26,1.8638e-26,1.916e-26,1.9872e-26,2.012e-26,1.9902e-26,1.9246e-26,1.8344e-26,1.7272e-26,1.6312e-26,1.5322e-26,1.4442e-26,1.3578e-26,1.2782e-26,1.1888e-26,1.0742e-26,9.516e-27,8.302e-27,7.258e-27,6.368e-27,5.552e-27,4.958e-27,4.414e-27,3.894e-27,3.518e-27,3.21e-27,2.95e-27,2.714e-27,2.52e-27,2.16e-27,1.7662e-27,1.4766e-27,1.2814e-27,1.1326e-27,9.408e-28
