Wavelength,Counts
588.9304921,10911.9764762968
589.285525,10846.041143079294
589.6405157,10820.374355177688
589.9954642,10790.9135044955
590.3503705,10786.073613938219
590.7052346,10751.318435592992
591.0600565,10699.763964340866
591.4148362,10677.698263977018
591.7695736,10653.663086217646
592.1242687,10616.926542573661
592.4789215,10587.584019804704
592.8335321,10561.988613324396
593.1881003,10513.712142402002
593.5426262,10450.571235410061
593.8971098,10389.376608704051
594.251551,10320.117737847308
594.6059498,10268.13353047263
594.9603063,10212.194613754036
595.3146203,10190.052007041886
595.6688919,10152.116762991054
596.0231211,10145.597039574099
596.3773079,10121.305688993396
596.7314521,10100.042874388222
597.0855539,10087.145659098349
597.4396132,10067.856222425651
597.79363,10025.31677792415
598.1476043,10021.517787795676
598.501536,9992.352363738497
598.8554252,9918.951823503889
599.2092718,9879.426144599733
599.5630758,9853.283124075886
599.9168372,9778.3111793239
600.270556,9723.832295822718
600.6242322,9669.305068687607
600.9778657,9629.713878124065
601.3314566,9572.90349295353
601.6850048,9538.44406600057
602.0385103,9495.147570695128
602.3919731,9470.590217396202
602.7453931,9441.930872317824
603.0987705,9390.049922110553
603.4521051,9338.017700043685
603.8053969,9294.042055739512
604.158646,9251.584638423461
604.5118522,9208.847458087997
604.8650157,9158.555550838553
605.2181363,9123.863282124697
605.5712141,9094.203202424935
605.924249,9050.455198289159
606.277241,8996.169072026867
606.6301902,8958.959444854176
606.9830965,8894.480102509722
607.3359598,8839.806871719544
607.6887802,8789.699038546392
608.0415577,8750.943445314924
608.3942922,8729.940746112607
608.7469838,8720.433568166422
609.0996323,8747.252272628106
609.4522378,8845.383880775971
609.8048004,9036.016338406258
610.1573199,9349.495467686282
610.5097963,9674.72296534673
610.8622297,9917.427480787763
611.2146199,10002.715774993014
611.5669671,9896.264017308142
611.9192712,9631.351613482777
612.2715322,9321.000241089807
612.62375,9006.370632947212
612.9759246,8794.406608026446
613.3280561,8632.392370673748
613.6801444,8493.033638082983
614.0321895,8395.042850753041
614.3841914,8317.535228446166
614.7361501,8159.517124357033
615.0880655,8044.876073562351
615.4399376,7932.909757145241
615.7917665,7805.334745038429
616.143552,7684.775246456658
616.4952943,7646.580687864631
616.8469933,7570.639225501982
617.1986489,7499.122266265561
617.5502611,7436.411503151883
617.90183,7401.723101346788
618.2533555,7345.499120891071
618.6048376,7308.748456076426
618.9562763,7270.280727950736
619.3076716,7255.698428326056
619.6590234,7199.849489328684
620.0103318,7173.008810787545
620.3615967,7134.825357245145
620.7128181,7088.3562190274115
621.063996,7015.652158766079
621.4151304,6951.878183062874
621.7662213,6869.770124641915
622.1172686,6785.720045522899
622.4682724,6712.191845973162
622.8192325,6641.75918933825
623.1701491,6580.4936914944865
623.5210221,6522.162330955717
623.8718515,6476.114678335868
624.2226372,6403.456351621613
624.5733792,6337.490748803432
624.9240776,6269.475277657619
625.2747323,6210.214414335127
625.6253434,6146.233657842382
625.9759107,6123.52631823678
626.3264342,6078.889941865109
626.6769141,6016.476711571331
627.0273501,5951.56218591447
627.3777424,5892.251010327938
627.728091,5827.594604207761
628.0783957,5759.744845198615
628.4286566,5732.2467645199795
628.7788736,5684.445896481358
629.1290468,5653.170772718448
629.4791762,5643.42061214225
629.8292616,5642.793035854127
630.1793032,5641.373248808128
630.5293009,5621.549092131192
630.8792546,5591.797796581965
631.2291644,5525.678960889871
631.5790303,5459.820225935093
631.9288522,5373.793171032605
632.2786301,5303.2672925618
632.628364,5238.259683983669
632.9780539,5182.199683703082
633.3276997,5134.634041802494
633.6773015,5081.046014450275
634.0268593,5046.5540796560845
634.376373,5002.257270212795
634.7258426,4972.511595454398
635.075268,4937.859097626625
635.4246494,4929.308989063264
635.7739867,4904.442815871304
636.1232797,4863.21798392876
636.4725287,4834.217379349241
636.8217334,4799.328732758315
637.170894,4758.427696571991
637.5200103,4725.904425650282
637.8690824,4714.316762343143
638.2181103,4658.410884572804
638.5670939,4618.048204949351
638.9160333,4578.329928712311
639.2649283,4554.655170848044
639.6137791,4519.0525764483
639.9625856,4504.567316191177
640.3113477,4484.202943414753
640.6600655,4452.054126326841
641.0087389,4413.700798192106
641.3573679,4383.604430387859
641.7059526,4344.727484389084
642.0544928,4312.372372606955
642.4029887,4293.403610346339
642.7514401,4255.29154958209
643.099847,4229.61605598077
643.4482095,4211.260006298061
643.7965275,4198.811698803934
644.144801,4155.379708969307
644.49303,4134.934949258315
644.8412145,4104.907566568743
645.1893544,4076.6260392600093
645.5374498,4036.8397807922706
645.8855006,4022.1337318220367
646.2335068,4006.9355314870013
646.5814684,3974.618303490307
646.9293854,3955.8915971167708
647.2772578,3929.1523069697005
647.6250855,3898.406870124382
647.9728686,3856.9352214360833
648.320607,3845.0796716190284
648.6683007,3814.7971890498384
649.0159497,3797.641986160076
649.363554,3797.802275919685
649.7111135,3798.604438346779
650.0586283,3780.485652699047
650.4060983,3788.4951099030704
650.7535236,3783.8483386926146
651.100904,3782.5683102816693
651.4482397,3750.6306934451436
651.7955305,3730.080169148368
652.1427764,3688.193399186505
652.4899776,3667.1633632448434
652.8371338,3622.382922788999
653.1842452,3594.2447653810254
653.5313116,3585.0833049299135
653.8783331,3569.1644222073114
654.2253097,3552.603106715082
654.5722414,3516.5637876814217
654.9191281,3511.2484929210736
655.2659698,3462.32075389825
655.6127666,3425.4386661463795
655.9595183,3395.023755967132
656.306225,3384.711469799668
656.6528867,3383.2669265961586
656.9995033,3370.849187853645
657.3460748,3375.5259300015296
657.6926013,3382.1292455582516
658.0390827,3390.672001982825
658.3855189,3366.8240989196765
658.73191,3378.4336890222967
659.078256,3365.2072012327317
659.4245569,3338.29401311502
659.7708125,3315.8816950641212
660.117023,3309.5942536793063
660.4631883,3308.467774047649
660.8093083,3299.4315283513224
661.1553831,3301.20476037794
661.5014127,3293.4616978866534
661.847397,3275.5463267037417
662.1933361,3258.117927853926
662.5392298,3242.290922090206
662.8850782,3210.8094038221507
663.2308813,3199.3480630376644
663.5766391,3181.8981188221906
663.9223515,3185.6140725214655
664.2680186,3172.1951878302934
664.6136403,3171.2248893478513
664.9592165,3150.2041111253975
665.3047474,3147.620942899657
665.6502328,3115.6351504439217
665.9956728,3117.2513812723782
666.3410674,3098.8112228677387
666.6864164,3085.3901857858273
667.03172,3070.6685878656344
667.3769781,3068.247179711141
667.7221906,3052.5553829762307
668.0673576,3037.8244138146806
668.4124791,3019.03458987842
668.757555,3002.031116746598
669.1025853,2971.917407458802
669.4475701,2958.299414751383
669.7925092,2957.9749697535585
670.1374027,2958.2937409672277
670.4822506,2949.377836837104
670.8270528,2939.328323367761
671.1718093,2927.506807717321
671.5165202,2914.3805329600345
671.8611853,2904.170960689136
672.2058048,2893.304786272187
672.5503785,2886.8159620352244
672.8949065,2883.2468113741925
673.2393887,2887.4616273671395
673.5838252,2874.8047235891704
673.9282158,2863.597015830003
674.2725607,2851.259947221978
674.6168597,2834.218947296196
674.9611129,2797.8642665465923
675.3053202,2792.0185757894074
675.6494817,2794.4599885921316
675.9935973,2788.9251743932737
676.337667,2780.31250935441
676.6816908,2780.471983383252
677.0256687,2766.821252689512
677.3696007,2752.526132732446
677.7134866,2737.426336454767
678.0573267,2732.5548106821666
678.4011207,2731.096190328512
678.7448687,2727.196958205319
679.0885707,2724.59771922635
679.4322267,2736.457567151119
679.7758367,2720.354940565141
680.1194006,2717.917770766715
680.4629184,2709.780465790679
680.8063901,2695.9584566270246
681.1498157,2681.65895678139
681.4931952,2679.2183402647033
681.8365286,2654.1643382068323
682.1798158,2637.5611601067594
682.5230568,2618.998646145949
682.8662517,2604.514327620005
683.2094003,2585.455222278185
683.5525028,2580.565599749866
683.895559,2574.2119466870427
684.238569,2576.167036138834
684.5815328,2564.602058247834
684.9244502,2568.516056814529
685.2673214,2553.1982463587174
685.6101463,2535.586988853028
685.9529249,2497.41130955768
686.2956571,2465.763127235681
686.638343,2421.690605299848
686.9809826,2406.186695826722
687.3235757,2391.982322416226
687.6661225,2387.0834920786847
688.0086228,2389.3673957073042
688.3510768,2396.562501071505
688.6934843,2388.401595908307
689.0358453,2399.175206202488
689.3781599,2417.4671053645116
689.720428,2437.703957754559
690.0626497,2465.4539692602943
690.4048248,2490.098321867249
690.7469533,2489.611605358107
691.0890354,2481.4490979930424
691.4310708,2465.128546808685
