Wavelength,uJ/count
621.063996,-7.322681023194483e-07
621.4151304,-7.39801323229348e-07
621.7662213,-7.084239772242013e-07
622.1172686,-6.322701446362462e-07
622.4682724,-5.592590818769913e-07
622.8192325,-8.1315610721171e-07
623.1701491,-1.3500756752551953e-06
623.5210221,-8.705601991918089e-07
623.8718515,-1.357008303631294e-06
624.2226372,-1.8424118148377594e-06
624.5733792,-7.292820360726481e-07
624.9240776,-5.614092441351197e-07
625.2747323,-5.833121266994191e-07
625.6253434,-5.018748086364986e-07
625.9759107,-5.510266051263937e-07
626.3264342,-1.2147319486977367e-06
626.6769141,-9.156309785802998e-07
627.0273501,-7.838498191203542e-07
627.3777424,-6.87380763580148e-07
627.728091,-6.152919742002995e-07
628.0783957,-4.1445196738630107e-07
628.4286566,-4.4408406409737185e-07
628.7788736,-6.116930295813219e-07
629.1290468,-6.298478744394435e-07
629.4791762,-1.0685269664004702e-06
629.8292616,-1.6822654049544397e-06
630.1793032,4.579638248704024e-06
630.5293009,-1.3639162593679036e-05
630.8792546,2.1350084452926898e-05
631.2291644,-2.0556278474892574e-06
631.5790303,-2.1040332131368096e-06
631.9288522,-1.0782899279530073e-06
632.2786301,-7.178622113465132e-07
632.628364,-8.42665589967832e-07
632.9780539,-8.892899911655095e-07
633.3276997,-1.2587219276024369e-06
633.6773015,-1.1598038873122736e-06
634.0268593,-3.7469755297713683e-06
634.376373,-1.5191864881652774e-06
634.7258426,-2.0532323689157805e-06
635.075268,-1.3251395819159807e-06
635.4246494,-1.5001677376873908e-06
635.7739867,-2.0288459402463254e-06
636.1232797,-3.326941827298098e-06
636.4725287,-2.573390712585636e-06
636.8217334,-3.50269200706753e-06
637.170894,4.029805682546603e-05
637.5200103,-1.0276830527495926e-05
637.8690824,2.9698743493173466e-06
638.2181103,-5.30717295954955e-06
638.5670939,-2.118815367723562e-06
638.9160333,-1.5574023409022749e-06
639.2649283,-3.935818819057387e-06
639.6137791,-2.3761000248479538e-06
639.9625856,4.584975900132722e-06
640.3113477,2.4154904991731733e-06
640.6600655,2.274676767080957e-06
641.0087389,-1.3186219794284915e-05
641.3573679,2.2907374247733745e-05
641.7059526,-1.357107884592191e-06
642.0544928,-1.034760182267768e-06
642.4029887,-1.178460355927102e-06
642.7514401,-8.778054671245753e-07
643.099847,-9.282946645902074e-07
643.4482095,-2.0967487930243336e-06
643.7965275,3.377496900722426e-05
644.144801,-6.40972576781067e-06
644.49303,1.4650162445132954e-05
644.8412145,-3.1155381495270657e-06
645.1893544,-1.9196443445562852e-06
645.5374498,-1.8227349596522804e-06
645.8855006,-1.7956759744445726e-06
646.2335068,-2.572026380625342e-06
646.5814684,-5.476182028377182e-06
646.9293854,9.752848609808511e-06
647.2772578,6.948687345908893e-06
647.6250855,8.459614826363244e-06
647.9728686,-2.6432800386044314e-05
648.320607,-6.310376718865621e-06
648.6683007,-2.7949122515587133e-06
649.0159497,-3.600226442015974e-06
649.363554,-8.35803676582413e-06
649.7111135,-7.5724134111021625e-06
650.0586283,-1.0266289121629244e-05
650.4060983,2.7537068290921454e-06
650.7535236,4.388514817467743e-06
651.100904,-0.0003259278991571061
651.4482397,3.7430794280885354e-06
651.7955305,2.9624539714900463e-06
652.1427764,-4.199357622410253e-06
652.4899776,-2.5941489700032635e-06
652.8371338,-3.4570558532125207e-06
653.1842452,-9.904885227603437e-07
653.5313116,-1.5343474635229998e-06
653.8783331,-2.306846272210249e-06
654.2253097,-5.8548219201105905e-06
654.5722414,-3.1607270250332005e-06
654.9191281,1.980155934574745e-06
655.2659698,3.6836545933067093e-06
655.6127666,6.812634478998724e-06
655.9595183,4.50240584505554e-06
656.306225,3.443134145191567e-06
656.6528867,3.2186543029044646e-06
656.9995033,-4.07243300506427e-06
657.3460748,-3.4922601390770105e-06
657.6926013,-1.9226449075775197e-06
658.0390827,-2.8098158539321818e-06
658.3855189,-1.5243066818770179e-06
658.73191,1.095700003575905e-05
659.078256,3.476152816484489e-06
659.4245569,1.2710946874043904e-05
659.7708125,1.7232120178452446e-05
660.117023,4.8410760736491525e-06
660.4631883,7.6735336442933e-06
660.8093083,-4.749316476790957e-05
661.1553831,5.423670732930431e-06
661.5014127,-2.812390863515879e-05
661.847397,-4.4894618929229985e-06
662.1933361,-3.213507984108441e-06
662.5392298,-5.88128258819429e-06
662.8850782,-6.322625803140247e-06
663.2308813,-5.131401721162053e-06
663.5766391,-3.019730583855143e-06
663.9223515,-1.6596582645895205e-06
664.2680186,-1.648303091799728e-06
664.6136403,-1.1830051942949531e-06
664.9592165,-1.926579544651275e-06
665.3047474,-9.098816339761177e-06
665.6502328,6.164054845134748e-06
665.9956728,3.1668941052656e-06
666.3410674,1.8393738656552375e-06
666.6864164,2.321181044363342e-06
667.03172,6.837892188335538e-06
667.3769781,1.3047453018373163e-05
667.7221906,-5.9912962974135225e-06
668.0673576,-4.40095166470986e-06
668.4124791,-1.611016918072006e-06
668.757555,-1.5459039591470222e-06
669.1025853,-1.2143136102863196e-06
669.4475701,-1.00315129554367e-06
669.7925092,-9.973424353128125e-07
670.1374027,-1.9393883706685898e-06
670.4822506,-2.567551534548453e-06
670.8270528,-2.244499603704479e-06
671.1718093,-3.1228591353352365e-06
671.5165202,-4.192526652690166e-06
671.8611853,-2.8713706780547373e-06
672.2058048,-3.0432072307355733e-06
672.5503785,-5.889559102413451e-06
672.8949065,0.0005757468597139379
673.2393887,-1.3223378868039076e-05
673.5838252,-1.2379146006563212e-05
673.9282158,-8.480233229046373e-06
674.2725607,-8.495588505285256e-06
674.6168597,-3.0876431365724622e-06
674.9611129,-1.9177778146386695e-06
675.3053202,-3.152236736702059e-06
675.6494817,-6.407496132842049e-06
675.9935973,-3.953517145965321e-06
676.337667,-4.521676720688184e-06
676.6816908,-0.0001505667148662289
677.0256687,-4.100745118792231e-06
677.3696007,-2.755583252802648e-06
677.7134866,-4.561803106873155e-06
678.0573267,5.1386209739106026e-05
678.4011207,5.731148072868848e-06
678.7448687,7.525681166255577e-06
679.0885707,6.640102117970662e-06
679.4322267,5.373724472657894e-06
679.7758367,-1.068420238103855e-05
680.1194006,8.746114809444718e-05
680.4629184,-0.00015283202467853037
680.8063901,-7.621180487352334e-06
681.1498157,-5.147828195183532e-06
681.4931952,4.307932511869829e-06
681.8365286,-1.4973813736716904e-05
682.1798158,-5.544846394277923e-06
682.5230568,-4.930908920928363e-06
682.8662517,-1.0075735328962641e-05
683.2094003,-2.3374245952006437e-06
683.5525028,-2.370251632446158e-06
683.895559,-5.677441984024691e-06
684.238569,-0.00011497425865088839
684.5815328,-6.0421865099674815e-06
684.9244502,-4.823910326683706e-06
685.2673214,-7.015267770342756e-06
685.6101463,-3.0042813931762975e-06
685.9529249,-2.783103025008129e-06
686.2956571,-3.4830044194603836e-06
686.638343,-2.5930906127160266e-06
686.9809826,-1.8788984603775173e-06
687.3235757,-3.029209237435064e-06
687.6661225,-2.3267354548579357e-06
688.0086228,-3.6375451514651912e-06
688.3510768,-4.252074380113196e-06
688.6934843,-6.273899138790127e-06
689.0358453,-1.2270440122756038e-05
689.3781599,-3.8087343054273026e-06
689.720428,-2.0547186921054095e-06
690.0626497,-3.975618044493586e-06
690.4048248,-8.426365171082797e-06
690.7469533,-2.4896459236893024e-06
691.0890354,-1.0879389686629743e-05
691.4310708,5.84074509464018e-06
691.7730597,4.953644710494397e-06
692.1150021,1.0606550860370844e-05
692.4568978,6.422504671886826e-06
692.7987469,6.434916540197504e-06
693.1405494,-1.7965435602640908e-05
693.4823052,-9.295696643259218e-06
693.8240144,-3.6048642034706334e-06
694.1656768,-3.705387822207357e-06
694.5072926,-2.317208600297766e-06
694.8488617,-1.9586563845275357e-06
695.1903841,-1.489696148147588e-06
695.5318597,-1.938790842553018e-06
695.8732886,-1.842768207994996e-06
696.2146707,-2.1515585458661638e-06
696.5560061,-2.9759786124989307e-06
696.8972946,-4.121106358999541e-06
697.2385363,-5.428025346439162e-06
697.5797312,9.132741625146794e-06
697.9208793,1.3839252662392838e-05
698.2619805,-5.664060574003639e-06
698.6030348,-3.726501328249657e-05
698.9440422,-2.463351270722787e-05
699.2850028,-5.482298394868485e-06
699.6259164,-4.623820040627587e-06
699.9667831,-4.442520327797854e-06
700.3076028,-2.560758339684808e-06
700.6483756,-2.6939699174234885e-06
700.9891014,-2.57628947617469e-06
701.3297802,-5.71054311634251e-06
701.670412,-1.5523340265676868e-05
702.0109968,2.9046187907855362e-05
702.3515346,-9.612060410245303e-06
702.6920252,-1.1952685256749682e-05
703.0324689,-8.89992407364467e-06
703.3728654,-3.5860469562334686e-05
703.7132148,-3.756859175413551e-06
704.0535172,-5.778065611712391e-06
704.3937724,-3.3834633038831062e-06
704.7339804,-2.632035147984504e-06
705.0741413,-1.7718855133589615e-06
705.4142551,-3.6581431180446023e-06
705.7543216,-7.995049362800608e-06
706.094341,1.0922304947263104e-05
706.4343131,4.129454399770744e-06
706.774238,2.1492493607174844e-06
707.1141156,2.600186625709373e-06
707.453946,2.828347923216479e-06
707.7937291,5.6239043329892495e-06
708.1334649,-7.063265948043467e-06
708.4731534,-5.3853396338669865e-06
708.8127946,-7.322074092751562e-06
709.1523884,-4.622716820815668e-06
709.4919349,0.00013742054889843468
709.831434,3.44361719627587e-06
710.1708857,2.7721331798228462e-06
710.5102901,2.8454823295548645e-06
710.849647,2.241236633975074e-06
711.1889565,3.1006340228760976e-06
711.5282185,4.766433294391143e-06
711.8674331,3.4024375224318066e-06
712.2066002,8.189294482905704e-06
712.5457198,1.780422890317917e-05
712.884792,-1.7641442731211656e-05
713.2238166,-1.907673308564227e-05
713.5627936,-0.0003035449454372935
713.9017231,4.849639586230689e-06
714.2406051,5.337565568638213e-06
714.5794395,4.438774034594079e-06
714.9182263,8.36106320219649e-06
715.2569654,-6.302719022475437e-06
715.595657,-5.307995594269944e-06
715.9343009,-3.5931959381628764e-06
716.2728972,-2.4049392895042562e-06
716.6114457,-2.8992980960702866e-06
716.9499467,-3.5426033944789747e-06
717.2883999,-6.750183085380362e-06
717.6268053,-5.890771754698787e-05
717.9651631,3.559916698538899e-06
718.3034731,2.391571746122379e-06
718.6417354,2.2197203613423264e-06
718.9799499,3.5911083724328238e-06
719.3181166,3.431073151420763e-06
719.6562354,6.627585730450598e-06
719.9943065,-1.7918584107185905e-05
720.3323297,-4.066586182162553e-05
720.6703051,0.0003855701769668062
721.0082326,3.380155988197559e-05
721.3461123,9.932473974554796e-06
721.683944,5.040190771645903e-06
722.0217279,7.75899003562668e-06
722.3594638,-8.461590233616997e-06
722.6971517,-1.554355682856694e-05
723.0347918,-3.024135299940601e-06
723.3723838,-2.76102576830212e-06
723.7099279,-3.4570879777009814e-06
724.0474239,1.5846742617983858e-05
724.384872,1.312341303129602e-05
724.722272,4.107797253079738e-06
725.0596239,3.30078954322228e-06
725.3969278,3.6745591865641166e-06
725.7341837,5.7990206378925475e-06
726.0713914,-5.4326708390295075e-06
726.4085511,-6.272670863350631e-06
726.7456626,-2.556831213081964e-06
727.082726,-2.4470502847790568e-06
727.4197412,-2.022022851843525e-06
727.7567082,-5.332204931061622e-06
728.0936271,-3.730542394715487e-06
728.4304978,-4.630026150747225e-06
728.7673203,-3.774348395849922e-06
729.1040945,-2.796746815310272e-06
729.4408206,-2.367838712951383e-06
729.7774983,-2.4051520325961553e-06
730.1141278,-5.022911000044102e-06
730.450709,-4.2606424655193495e-06
730.7872419,-9.440815146002612e-06
731.1237265,1.3479042408975729e-05
731.4601627,5.1466693242572425e-06
731.7965506,6.551324841991054e-06
732.1328902,4.018269446445088e-06
732.4691813,2.4900939217762874e-06
732.8054241,5.44261649548407e-06
733.1416185,4.724758883841384e-06
733.4777644,4.206327980581078e-06
733.8138619,4.378866324346727e-06
734.149911,-8.479068554051163e-05
734.4859116,9.746275295036787e-06
734.8218637,9.600737320906949e-06
735.1577673,1.2870733346617484e-05
735.4936224,-0.00022057384817919453
735.829429,6.110886756497785e-05
736.165187,3.502439140235186e-05
736.5008965,-1.1168532159296149e-05
736.8365574,2.1877317716146663e-05
737.1721697,1.0272523553668627e-05
737.5077334,5.723023327711415e-06
737.8432485,-1.0816352231789576e-05
738.178715,-1.1951019302632358e-05
738.5141328,-5.4174263035164066e-06
738.849502,-6.243172902685259e-06
739.1848224,-4.451529492823882e-06
739.5200942,-3.1408369328132904e-05
739.8553173,-0.00021904704921833028
740.1904917,3.2216128760504786e-05
740.5256173,2.53712741000878e-05
740.8606942,-1.9940731826149426e-05
741.1957223,-3.777531206841223e-05
741.5307016,-4.686256460219063e-05
741.8656321,2.560520210041235e-05
742.2005138,1.5205759369525227e-05
742.5353467,3.7354832419818803e-06
742.8701307,5.39084017291607e-06
743.2048659,5.1712598429819955e-06
743.5395522,8.828051646437116e-06
743.8741896,7.432000978935173e-06
744.2087782,2.068338160206033e-05
744.5433178,3.512823945536909e-05
744.8778084,2.1485481867894573e-05
745.2122501,-0.0008582407019033987
745.5466429,0.002142965337050668
745.8809867,-1.2051526829083786e-05
746.2152815,7.39428916896879e-05
746.5495272,-6.8391135238905005e-06
746.883724,-9.650370727327955e-06
747.2178717,-4.8248607451402386e-06
747.5519704,3.369360942343679e-05
747.88602,1.9138991120268378e-05
748.2200205,8.233181707551543e-06
748.5539719,-8.08776647028113e-05
748.8878742,4.672199461933685e-05
749.2217274,-4.33675043760223e-06
749.5555314,-4.010817866780419e-06
749.8892863,-4.512802135370676e-06
750.2229919,-5.467653860376601e-06
750.5566485,-1.2385851845359007e-05
750.8902558,-1.4423329576326653e-05
751.2238138,-1.0407750860545356e-05
751.5573227,-9.494578262225668e-06
751.8907823,-1.0637662332797479e-05
752.2241926,-7.432019726185127e-06
752.5575537,9.625482760525898e-06
752.8908655,1.4758957115488454e-05
753.2241279,1.3277114668294347e-05
753.557341,7.537511402318734e-06
753.8905048,2.280311796533171e-05
754.2236193,-5.781053672357653e-06
754.5566843,-5.45108253580975e-06
754.8897,-4.780281109482928e-06
755.2226663,-2.794067519418356e-06
755.5555832,-3.862786186328624e-06
755.8884506,-5.547514155932321e-06
756.2212686,-5.756381585885874e-06
756.5540372,-6.5146714591669735e-06
756.8867562,-3.027124542070054e-05
757.2194258,-3.0370191024874357e-05
757.5520459,-8.198116449984106e-06
757.8846164,-3.711754572933623e-06
758.2171374,-4.1889309853205375e-06
758.5496089,-4.804675131613619e-06
758.8820308,-3.520094930527503e-06
759.2144031,-4.895217720872932e-06
759.5467259,0.00020421474333717063
759.878999,5.044549828907791e-05
760.2112225,8.575091872670968e-06
760.5433963,4.700571902703499e-06
760.8755205,1.3226692917929008e-05
761.207595,1.7317067425322982e-05
761.5396199,-2.7026539370352972e-05
761.871595,-4.681254510923976e-06
762.2035205,-4.076951496824317e-06
762.5353962,-2.6358303850535e-05
762.8672221,-1.2683298952854698e-05
763.1989983,0.0001116191334291534
763.5307247,6.177906206000594e-05
763.8624013,-2.7585970647990895e-05
764.1940282,-8.962278387650338e-06
764.5256052,-7.953721418744799e-06
764.8571323,-2.5780423459633746e-05
765.1886096,-2.3328034076684763e-05
765.5200371,-5.451893699714557e-05
765.8514147,3.444051143564562e-05
766.1827423,6.018907458042782e-06
766.5140201,8.234500982819175e-06
766.8452479,8.879521921500858e-06
767.1764258,5.77816836227697e-05
767.5075538,2.596401164842567e-05
767.8386317,-7.5485796329579645e-06
768.1696597,-7.405622505244436e-06
768.5006377,-1.0812244122731605e-05
768.8315657,-4.024081576526841e-05
769.1624436,-1.5972745601226815e-05
769.4932715,1.2291968964723758e-05
769.8240493,1.782417213559574e-05
770.1547771,1.5888285964103845e-05
770.4854547,1.158451004987274e-05
770.8160823,1.0144126460982509e-05
771.1466597,2.3960525260506505e-05
771.477187,2.2512704833623992e-05
771.8076642,2.1228881812918608e-05
772.1380911,6.724889417443508e-06
772.4684679,2.2599156638076677e-05
772.7987945,0.0003190844701986439
773.1290709,1.1961751378975638e-05
773.4592971,2.4341463765325174e-05
773.789473,-7.454739871100525e-05
774.1195987,1.8850490423885663e-05
774.449674,0.00014396805791865264
774.7796992,-6.025903007380709e-06
775.109674,-8.750673633947986e-06
775.4395984,-5.207934156278963e-06
775.7694726,-6.118945506965517e-06
776.0992964,-6.129702652893201e-06
776.4290698,-2.800718079523887e-05
776.7587929,0.000229691290093567
777.0884656,5.280537862562098e-05
777.4180879,2.0750598555732034e-05
777.7476597,1.1559744003942841e-05
778.0771811,4.669219380029896e-05
778.4066521,-2.237566550528033e-05
778.7360726,-2.3856125247053312e-05
779.0654426,-1.908656085050774e-05
779.3947621,-1.8212484950597262e-05
779.7240311,-1.3421330587600046e-05
780.0532496,-1.1437508727430156e-05
780.3824175,-4.011209868799715e-06
780.7115348,-4.040156225715945e-06
781.0406016,-6.0585650762628875e-06
781.3696179,-9.079901739531612e-06
781.6985835,-1.2699864438559384e-05
782.0274985,2.3959241727470725e-05
782.3563628,0.0001807406130234354
782.6851765,1.264913783876885e-05
783.0139396,9.114551484718246e-06
783.3426519,7.616548592702106e-06
783.6713136,1.939778153409135e-05
783.9999246,2.4286659695545323e-05
784.3284848,1.6973858637648034e-05
784.6569943,1.1021278855196568e-05
784.9854531,6.382169966363857e-06
785.3138611,4.34715847398941e-06
785.6422183,4.14841952518151e-06
785.9705247,2.8021520863626767e-05
786.2987803,-1.8502024925866323e-05
786.626985,-7.79435540798454e-06
786.9551389,-9.050712665136065e-06
787.283242,-6.995556346898633e-06
787.6112942,-7.466948767492681e-06
787.9392955,-5.517028541386906e-06
788.2672459,-5.60451920368316e-06
788.5951453,-5.49921550431916e-06
788.9229939,-1.0321194256488523e-05
789.2507915,-4.2758823885866336e-05
789.5785381,-1.496948571785539e-05
789.9062338,-7.774547140032576e-06
790.2338784,-4.519611783137563e-06
790.5614721,-2.9797144752690385e-06
790.8890147,-2.7429861071141236e-06
791.2165063,-3.3066577712704816e-06
791.5439468,-3.543445045770762e-06
791.8713363,-1.7433420894762403e-05
792.1986746,-1.3656073426121292e-05
792.5259619,-8.370929899515074e-06
792.8531981,-8.300275161289446e-06
793.1803831,-9.920640012517426e-06
793.507517,-4.819669990502328e-06
793.8345997,-4.691360523188417e-06
794.1616313,-5.589714084468268e-06
794.4886117,-7.4713466373573205e-06
794.8155408,-8.566849946255984e-06
795.1424188,-6.25488659066085e-06
795.4692455,-0.00010652736426611255
795.7960209,3.934498380622233e-05
796.1227451,2.1330298578702806e-05
796.449418,-2.9005822040627962e-05
796.7760397,-1.5564333730309855e-05
797.10261,-1.7190288470772124e-05
797.429129,-3.13390068182299e-05
797.7555966,-5.002902040397628e-05
798.0820129,1.1694122588488257e-05
798.4083778,5.591569643759884e-06
798.7346914,7.4815435842503795e-06
799.0609535,7.36448909819965e-06
799.3871642,5.337716358998584e-06
799.7133235,8.013091604174495e-06
800.0394314,7.88253486075791e-06
800.3654877,9.074992419161594e-06
800.6914926,7.637970427151727e-06
801.0174461,1.3814458651618714e-05
801.343348,1.4083455251397814e-05
801.6691984,1.7913251705944498e-05
801.9949972,1.2318682465007031e-05
802.3207445,1.3095509912184462e-05
802.6464403,1.03190509833855e-05
802.9720845,8.353897672834816e-06
803.297677,1.1925711510704658e-05
803.623218,1.2291211106464146e-05
803.9487073,1.4093501357114787e-05
804.274145,0.00014313083702477655
804.599531,1.1552292010033867e-05
804.9248654,2.0410695015973555e-05
805.2501481,7.805385956324291e-06
805.575379,9.705064544104652e-06
805.9005583,9.618033985699917e-06
806.2256858,1.3425202197028405e-05
806.5507616,9.259438253517214e-06
806.8757856,7.94856110729224e-05
807.2007579,-1.3602821418764634e-05
807.5256783,-5.3548428762777706e-05
807.850547,3.5454152972077154e-05
808.1753638,1.0080114170022613e-05
808.5001288,1.0702646225574512e-05
808.824842,5.976639786133123e-06
809.1495032,8.217837994394194e-06
809.4741126,2.7359231198911504e-05
809.7986701,-4.412048320538625e-05
810.1231757,1.4034639775171368e-05
810.4476294,1.5242256927749003e-05
810.7720311,2.1785742932868063e-05
811.0963808,1.5556187695610446e-05
811.4206786,9.601302697782059e-06
811.7449244,-2.1070817560152996e-05
812.0691182,-0.00016005642442142864
812.39326,9.15248529484829e-05
812.7173498,-1.2719701946066888e-05
813.0413875,-1.2085791222318228e-05
813.3653731,0.00015352101134173145
813.6893067,1.4972523364313323e-05
814.0131882,1.1212809314464805e-05
814.3370175,5.2489405525105605e-06
814.6607948,7.66941446490724e-06
814.9845199,7.619203590510269e-06
815.3081928,0.0001526889774142831
815.6318136,1.4253482181803322e-05
815.9553822,4.4648398087994206e-05
816.2788986,2.4821924089819793e-05
816.6023628,1.1549515940513556e-05
816.9257748,2.1052383359587274e-05
817.2491345,-1.76831445226971e-05
817.572442,-1.7723734827414696e-05
817.8956972,0.005648586614252366
818.2189001,-1.847524007590931e-05
818.5420507,-3.0149244868897324e-05
818.865149,-7.49441601929923e-05
819.1881949,-1.0608468840385634e-05
819.5111886,-1.0631140021556184e-05
819.8341298,-4.283644978049534e-06
820.1570187,-6.178884908327144e-06
820.4798551,-4.716941804907395e-06
820.8026392,-5.864839949586462e-06
821.1253709,-6.05816067764302e-06
821.4480501,-5.449133834762843e-05
821.7706768,-1.462537026934602e-05
822.0932511,-3.274664168131801e-05
822.4157729,5.437990563186819e-05
822.7382422,1.0238919552432848e-05
823.060659,1.1858582259034772e-05
823.3830232,8.081945665021816e-06
823.705335,8.030044171595094e-06
824.0275941,5.0017187501660205e-06
824.3498007,9.719592995905714e-06
824.6719547,1.2570159535804734e-05
824.9940561,9.315097278325194e-06
825.3161049,6.128136295138714e-06
825.638101,1.3699472059795857e-05
825.9600445,1.2074061648941115e-05
826.2819353,1.3210638111223816e-05
826.6037735,7.13754738759799e-05
826.925559,-1.7136856340753604e-05
827.2472917,5.566941132642777e-05
827.5689717,-0.00017298793964986073
827.890599,2.1977316441638175e-05
828.2121735,3.0636958494670775e-05
828.5336953,2.8934894792781978e-05
828.8551643,-1.3102356426664708e-05
829.1765805,-7.053139576005634e-06
829.4979438,-5.723127002752185e-06
829.8192544,-6.4546815380819385e-06
830.1405121,-9.101981183458381e-06
830.4617169,-9.814835975585142e-06
830.7828689,5.656967023977292e-05
831.1039679,-4.157678891062715e-05
831.4250141,7.838590282401635e-05
831.7460073,-2.1205006842072337e-05
832.0669476,1.5220833721589923e-05
832.387835,1.645404766665965e-05
832.7086694,9.894421460998653e-06
833.0294508,7.331438287135616e-06
833.3501793,4.720937595300271e-06
833.6708547,6.741400193751827e-06
833.9914771,8.867376182942737e-06
834.3120464,1.378354458527263e-05
834.6325627,-0.00013369261110638347
834.9530259,0.00011536945429448715
835.2734361,1.3512601346014017e-05
835.5937931,9.77977708884359e-06
835.914097,1.578225293491674e-05
836.2343478,1.0287166945901048e-05
836.5545455,2.8640364642513836e-05
836.87469,-4.655430270690683e-05
837.1947813,-7.68797432609309e-05
837.5148194,1.6400660682639042e-05
837.8348043,1.8731959550616943e-05
838.154736,2.181467808128879e-05
838.4746145,-0.0005816819024601944
838.7944397,-1.0348900288330644e-05
839.1142116,-1.0782503741728389e-05
839.4339303,-8.998758321217212e-06
839.7535957,-6.076644556442892e-06
840.0732077,-8.208719798694038e-06
840.3927665,-2.1769778481917125e-05
840.7122719,-1.3777088763626861e-05
841.0317239,-0.0006153379701048624
841.3511226,1.2794592200615143e-05
841.6704679,2.8596267519010432e-05
841.9897597,3.198317235865491e-05
842.3089982,7.718759404757214e-05
842.6281832,-1.547542298319022e-05
842.9473148,-1.528384857205773e-05
843.266393,-2.8277963574405708e-05
843.5854176,-8.289470205291613e-06
843.9043888,-1.1044394219360651e-05
844.2233064,-1.2571504496695606e-05
844.5421706,-1.3688296870695483e-05
844.8609812,-7.451165091960383e-05
845.1797382,2.635744297404531e-05
845.4984417,9.343645997026142e-06
845.8170916,6.4405781522239286e-06
846.1356879,5.7541481103810335e-06
846.4542306,6.858664821707319e-06
846.7727197,6.998687688054343e-06
847.0911551,1.2182526817719565e-05
847.4095368,1.6737716066874987e-05
847.7278649,2.1192379589457973e-05
848.0461393,2.046004839326439e-05
848.3643601,2.126574442645713e-05
848.682527,4.022730536820176e-05
849.0006403,-4.737598223356474e-05
849.3186998,2.9718327830554352e-05
849.6367056,5.12612653337284e-05
849.9546575,1.99063488427366e-05
850.2725557,1.777139112760164e-05
850.5904001,7.223664869456885e-06
850.9081906,1.0687032358071862e-05
851.2259274,4.7597245843412385e-05
851.5436102,4.581361877737456e-05
851.8612392,1.4949115813381661e-05
852.1788143,2.453767428641395e-05
852.4963356,5.764755648716031e-05
852.8138029,6.937239903945461e-06
853.1312162,5.892979722081619e-06
853.4485757,9.727765614046758e-06
853.7658811,0.00043013319293629294
854.0831326,0.0004357997054205385
854.4003302,-1.3725911919303125e-05
854.7174737,-9.67230641641932e-06
855.0345632,-4.926496018531256e-05
855.3515986,2.3066463180831802e-05
855.6685801,1.636988792020219e-05
855.9855074,9.379526394919022e-06
856.3023807,1.6424289786211382e-05
856.6191999,3.5790961057984816e-05
856.935965,5.602101064323156e-05
857.2526759,-2.5510443408165587e-05
857.5693327,-1.3024708257867667e-05
857.8859354,-3.344247761334114e-05
858.2024839,-1.9731426014161276e-05
858.5189782,0.00016804462240837728
858.8354183,2.4519494717924043e-05
859.1518042,3.167872842094342e-05
859.4681359,1.4734645378892533e-05
859.7844133,9.61447208864302e-06
860.1006365,1.0286466774526374e-05
860.4168054,1.4141681777812544e-05
860.73292,1.4330901104500904e-05
861.0489803,2.139450661968544e-05
861.3649863,3.128750076002525e-05
861.6809379,-5.6098843665839796e-05
861.9968352,3.147085433719396e-05
862.3126782,3.617085202048982e-05
862.6284667,6.148444955158425e-05
862.9442009,0.00012284517227181702
863.2598807,6.182649606353e-05
863.575506,3.535519994220188e-05
863.8910769,6.868998394596537e-05
864.2065933,-5.959765639697698e-05
864.5220553,-1.955020063062613e-05
864.8374628,-0.0002567809558924762
865.1528158,-2.0253270029871907e-05
865.4681143,-1.4450380461610139e-05
865.7833582,-2.6254807830106804e-05
866.0985476,-0.00012623810530617524
866.4136825,-9.719753669834188e-05
866.7287627,5.267387433143187e-05
867.0437884,2.185427517389574e-05
867.3587595,1.0944490914251547e-05
867.673676,8.257795802129907e-06
867.9885378,1.399395440471295e-05
868.303345,1.555428173247211e-05
868.6180975,1.1941526179331304e-05
868.9327953,-0.0014328243508074264
869.2474384,3.1507652499858244e-05
869.5620269,1.1830259768004514e-05
869.8765606,-0.0010005690585018357
870.1910395,1.964136903059947e-05
870.5054637,9.12438177689715e-06
870.8198332,1.3345280677172519e-05
871.1341478,0.0002537183764955598
871.4484077,1.7780245190942496e-05
871.7626127,1.913983771013631e-05
872.0767629,6.20704957392279e-05
872.3908583,1.6130905302641828e-05
872.7048988,8.612633482649626e-06
873.0188844,1.1710656502944468e-05
873.3328152,1.8748650677085882e-05
873.646691,1.729350081272947e-05
873.9605119,-4.011806747994499e-05
874.2742779,-2.406738206627804e-05
874.5879889,6.269015557793699e-05
874.901645,7.324665586433563e-05
875.215246,1.9222026008031706e-05
875.5287921,9.779050473145983e-06
875.8422832,1.2452154981787866e-05
876.1557193,1.4829513389372506e-05
876.4691003,2.5696398953425027e-05
876.7824262,-2.4859986423303724e-05
877.0956971,-1.0584679721532393e-05
877.4089129,-1.0048353942902887e-05
877.7220736,-1.0065698815874124e-05
878.0351792,-1.3932745815208462e-05
878.3482296,-3.5661382595977065e-05
878.6612249,6.751131842640911e-05
878.9741651,8.420261573691248e-05
879.2870501,1.858299501054269e-05
879.5998798,1.4013026675821907e-05
879.9126544,1.864593338760307e-05
880.2253737,3.323438721540946e-05
880.5380379,1.647690167881548e-05
880.8506467,1.8771848983508048e-05
881.1632003,-3.520477236327667e-05
881.4756986,3.193769188762606e-05
881.7881417,1.390296628938863e-05
882.1005294,7.226735855454364e-05
